school_name,community_name,community_population,distance_km
Al Arqam Private School,ZAABEEL SECOND,8102,55.72146482915057
St Mary High Catholic School -branch,ABU HAIL,17240,8.183001999740286
Swiss International Scientifc School ,AL AYAS,1757,22.61622323783797
GEMS Wellington Primary School,AL YUFRAH 3,4,124.66057573670942
GEMS Winchester School,AL HEBIAH SIXTH,2322,94.2698422270693
The School of Research Science,AL QUSAIS IND. SECOND,8834,14.958893828114274
Dubai National School - Al Twar,AL AWEER ONE,4107,90.95011395163192
GEMS Jumeirah Primary School,AL WOHOOSH,46,110.36310071435817
Pristine Private School,AL WASL,11555,28.76719128551663
Dubai College,AL GOZE FOURTH,22718,64.3627731552324
Foremarke School,AL GOZE IND. FOURTH ,38079,68.5444171873761
The Westminster School,WADI ALAMRADI,3368,12.30404076256513
Kings' Al Barsha,JABAL ALI  SECOND,1570,90.48312208982658
Al Mizhar American Academy Private School for Girls,AL YALAYIS 2,1364,114.65690738148716
Jebel Ali Primary School,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,59.128745170069166
Dubai English Speaking School,JABAL ALI FIRST,75287,72.26396904623199
Collegiate American School,UM HURAIR SECOND,5328,40.44523566570699
Rajagiri International School,ME'AISEM FIRST,18002,95.58209872072663
His Highness Shaikh Rashid Al Maktoum Pakistani School,AL QUSAIS IND. THIRD,2710,3.393687331105482
Little Flowers English School,NAKHLAT DEIRA,2,3.192222809409449
The School of Research Science,MUHAISANAH FOURTH,34947,16.479392537133975
Al Ittihad Private School - Jumeirah,AL KHEERAN,4982,66.41770974702145
Al Safa Private School,AL GOZE IND. THIRD ,26656,59.29665898074966
Ambassador School,TRADE CENTER FIRST,16519,36.08423476066153
Dubai Police Kindergarten - Deira,PORT SAEED,13551,12.57233136611606
The Indian Academy,MUHAISANAH FIRST,8091,7.679450693375926
United International Private School,SAIH AL SALAM,607,117.65495792191243
Philadelphia Private School,JABAL ALI INDUSTRIAL FIRST,128975,67.9394030644771
The English College - Dubai,MUHAISANAH THIRD,6493,22.762325199591388
GEMS Our Own Indian School,OUD METHA,14901,37.538034165997416
Dubai Modern Education School,AL YALAYIS 3,4,115.43839034694759
Bradenton Preparatory Academy,HESSYAN FIRST,3492,88.99752727867924
GEMS Jumeirah Primary School,AL GOZE IND. FIRST ,26075,56.49758200266536
Horizon International Schoool,JUMEIRA FIRST,20356,10.395258343079272
GEMS Wellington International School,BURJ KHALIFA,20477,13.170700034029368
St. Mary's Catholic High School,OUD AL MUTEEN SECOND ,5506,16.114730448435253
Deira Private School,MARGHAM,1005,104.1931010703661
Universal American School,AL KIFAF,2,30.214391590856515
Al Shorouq Private School,AL BARSHA SOUTH FOURTH,25974,12.299819227502779
Dubai Carmel School,AL SAFFA FIRST,8514,30.479665943779242
Al Mawakeb School - Al Garhoud,UMM AL MO'MENEEN,309,106.60950754738944
Deira Private School,MARGAB,628,107.17416492013606
The International School of Choueifat - DIP,AL YALAYIS 5,100,156.07964263367052
Our Own High School - Dubai,TRADE CENTER FIRST,16519,35.442112950755195
Emirates International School - Jumeirah,LE HEMAIRA,53,123.92804028653758
GEMS Our Own English High School,AL KHEERAN,4982,54.744755194812754
The Winchester School,AL KHBEESI,1992,33.37313391163262
Jumeira Baccalaureate School,AL AWEER TWO,5236,103.90586192807498
Dubai International School - Al Garhoud,AL MEZHAR SECOND,11317,12.727931881200016
American School of Dubai,JUMEIRA SECOND,10079,14.649159247199261
GEMS Modern Academy,SAIH SHUAIB 1,9,71.34181824165562
Dubai English Speaking College,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,61.863964357512046
Raffles International School - South Campus,AL RASS,7460,18.6789105219626
Al Safa Private School,JABAL ALI INDUSTRIAL FIRST,128975,86.98481154288758
St Mary High Catholic School -branch,AL BARSHA SOUTH SECOND,7509,27.838347736045925
Al Arqam Private School,AL BADA,56734,52.730007388829854
International Concept for Education,AL KARAMA,75066,11.59718143303623
Horizon English School,NADD HESSA,38494,94.23376437931347
Dubai Scholars Private School,WARSAN SECOND,1568,77.61532428158696
Nord Anglia International School Dubai,SAIH SHUA'ALAH,3,152.2377656640783
The Indian High School,SAIH SHUAIB 2,14491,69.99063618162683
International School of Arts and Sciences,AL FAGAA',417,125.06709432008631
Jumeirah English Speaking School,AL HUDAIBA,14191,39.41826036535849
Islamic School for Education and Training,JUMEIRA SECOND,10079,15.621567302627463
Bradenton Preparatory Academy,AL JADAF,5104,56.476815667237325
Uptown School,SAIH SHUAIB 3,11144,67.17681942305043
American School of Dubai,AL REGA,10480,22.782478113251777
Al Sadiq Islamic English School,UM HURAIR FIRST,5856,19.12383870321821
Pristine Private School,DUBAI INVESTMENT PARK2,60630,66.85153669104476
Hartland Internaitnal School ,AL TWAR THIRD,10655,10.564994495401296
Al Khaleej National School,AL SHANDAGA,2,21.557109330104687
Ambassador School,MUHAISANAH FIFTH,2,14.358416183004213
GEMS World Academy,AL GOZE FIRST,20154,59.95155614171353
GEMS Jumeirah Primary School,AL BARSHAA FIRST,39451,7.85837039360429
Delhi Private School Dubai,NAD AL SHIBBA SECOND,2389,110.12248746702195
Jumeirah English Speaking School,AL SAFOUH FIRST,4435,60.374418925867886
Regent International School,AL QUSAIS IND. THIRD,2710,30.085559357436857
International Concept for Education,AL HEBIAH FIRST,10598,100.20926564145331
GEMS FirstPoint School,MURDAF,64355,31.70650435290522
Apple International School,JUMEIRA ISLAND 2,3,13.325381648678482
Raffles International School - South Campus,MADINAT AL MATAAR,2697,85.92456201593436
GEMS Jumeirah Primary School,AL NAHDA FIRST,31449,13.130574591774776
Rajagiri International School,AL AWEER ONE,4107,97.06447248661551
K12 International Academy,AL YALAYIS 2,1364,143.4216859243033
Lycee Georges Pompidou High School,AL KALIJ AL TEJARI,21179,47.36316122447298
Adab Iranian Private School - Boys,AL ROWAIYAH FIRST,3127,97.12499656267738
Our Own High School - Dubai,AL BARAHA,24747,5.723653363606634
Horizon English School,AL SABKHA,3969,10.563701113003178
The Indian High School - Branch,AL GOZE FIRST,20154,37.83311116252788
International Academic School,AL QUSAIS THIRD,7162,13.848076867500923
New Academy School,AL SUQ AL KABEER,51012,24.763984255309378
Dubai English Speaking School,AL BARSHAA THIRD,14601,18.10936129939437
GEMS Wellington Primary School,AL ROWAIYAH FIRST,3127,108.96290905717785
North American International School,DUBAI INVESTMENT PARK2,60630,68.67823879584208
Al Sadiq Islamic English School,AL GOZE IND. FIRST ,26075,39.59262561100263
Towheed Iranian School for Girls,AL GOZE IND. FIRST ,26075,45.52913488569388
Dubai National School - Al Twar,AL WARQAA  SECOND,10689,53.59094323829164
Dubai National School - Al Twar,AL BARSHA SOUTH THIRD,6929,24.867479090371372
GEMS World Academy,AL QUSAIS IND. SECOND,8834,27.518105810618295
Dubai English Speaking College,AL QUSAIS FIRST,45657,21.188233977934992
Institute of Applied Technology,AL YUFRAH 3,4,111.48058541678647
GEMS Our Own Indian School,AL HEBIAH FOURTH,20611,104.04645134806553
Al Eman Private School,AL NAHDA SECOND,61936,8.942208761434069
St. Mary's Catholic High School,AL MERYAL,754,101.24770341303702
Cambridge International School,MARGHAM,1005,107.72381949876448
Swiss International Scientifc School ,AL QUSAIS THIRD,7162,8.17952400172497
Dubai International School - Al Quoz,AL BARAHA,24747,11.98472910683889
Deira Private School,BU KADRA,16,72.18520580189343
Lycee Francais International School,WADI AL SAFA 5,21241,89.51690192908005
The Indian Academy,AL NAHDA SECOND,61936,7.2766502432734725
School of Modern Skills,AL WOHOOSH,46,93.29369267785748
Sabari Indian School ,AL YALAYIS 2,1364,115.72842384942386
St Mary High Catholic School -branch,AL BARSHAA FIRST,39451,27.838347736045925
His Highness Shaikh Rashid Al Maktoum Pakistani School,AL ROWAIYAH THIRD,4429,97.77779457382161
Towheed Iranian School for Boys,AL KHBEESI,1992,14.449811491857593
Greenfield Community School,HESSYAN FIRST,3492,96.32506513530848
Horizon International Schoool,AL WARQAA FIFTH ,60,78.81718333372906
Victory Heights Primary School,WARSAN SECOND,1568,107.93767782514057
JSS Private School,YARAAH,94,121.54608862629854
Al Maaref Private School,MUGATRAH,804,124.73157285821516
Al Maaref Private School,JABAL ALI THIRD,1513,66.43901960816684
Mirdif Private School,AL GARHOUD,18535,8.323326472310255
New World Private School,TRADE CENTER FIRST,16519,29.157791445305513
Gems Metropole School,WARSAN THIRD,13579,124.63656139817198
Swiss International Scientifc School ,AL MARMOOM,94,119.41064488566087
Dubai Gem Private School,AL BUTEEN,2841,3.042605214116027
Swiss International Scientifc School ,AL FAGAA',417,126.87855210401128
Al Ittihad Private School - Jumeirah,JABAL ALI THIRD,1513,83.62846480831584
Islamic School for Education and Training,MUSHRAIF,67,14.009851949593658
The City School International,MUHAISANAH FIRST,8091,14.646039943006052
Sharjah American International School,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,54.47108810414976
Jebel Ali Primary School,AL HAMRIYA PORT,481,34.521096780029644
Al Ameen Private School,AL GOZE FOURTH,22718,35.483871576976426
Delhi Private School Dubai,AL BARSHA SOUTH SECOND,7509,11.556323842071825
Queen International School,AL REGA,10480,4.915717314758696
Star International School - Mirdif,SAIH SHUAIB 3,11144,66.28192689050333
JSS Private School,AL LAYAN 1,10,140.9758172015222
Philadelphia Private School,AL MUTEENA,46185,7.0315289579118625
Buds Public School,WARSAN FIRST,106072,77.77745051255192
The Indian High School,NAD AL SHIBBA FOURTH,3685,81.95601285940046
Latifa School for Girls,AL SAFFA SECOND,6679,50.089574706215444
Al Safa Private School,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,63.787572757556184
Dubai International Academy,AL WARQAA FOURTH ,13452,84.43697778264941
United International Private School,AL QUSAIS IND FIFTH,1613,6.857830514361323
Philadelphia Private School,AL MERYAL,754,92.55130649932572
Ambassador Kindergarten,AL WAJEHAH AL BHARIYAH,4,65.63287823333202
Sheikh Rashid Bin Saeed Islamic Institute,AL HEBIAH FOURTH,20611,99.73178348141292
The International School of Choueifat - DIP,AL GOZE IND. FIRST ,26075,78.56471881927926
Al Salam Private School,HATTA,14045,91.479345546984
Greenwood International School,ZAABEEL FIRST,3260,26.473998394672964
Raffles World Academy,OUD AL MUTEEN FIRST,14672,31.54455139417705
Al Maaref Private School,DUBAI INVESTMENT PARK1,69956,68.68154710912609
The Children's Garden,AL MURAR,38970,21.201091935320115
Rashid School for Boys,WADI AL SAFA 6 (ARABIAN RANCHES),18213,95.40558711716734
Apple International School,AL YUFRAH 1,403,109.95663497812366
Gulf Model School,UM HURAIR SECOND,5328,17.822491596366078
Raffles International School - South Campus,AL WASL,11555,53.738143588513
Capital School,WADI ALSHABAK ,55,55.87501876065831
Islamic School for Education and Training,WADI AL SAFA 4,2,81.37414371741832
GEMS Wellington International School,AL SUQ AL KABEER,51012,43.064044536834665
Dubai English Speaking College,MUSHRAIF,67,30.330121428707482
Credence High School ,AL SATWA,38991,45.91481355767361
Emirates English Speaking School,AL MANARA,8271,55.41067099430693
Greenwood International School,NAD AL SHIBBA FOURTH,3685,75.34308972293913
Mirdif Private School,AL SAFFA SECOND,6679,36.31059918994023
St Mary High Catholic School -branch,LEHBAB SECOND,1511,98.76225660436958
GEMS Our Own Indian School,PORT SAEED,13551,15.108872720546518
Repton School Dubai,AL GOZE FIRST,20154,45.90355066597045
The Sheffield Private School,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,27728,46.771715159099436
Dovecote Green Primary ,AL NAHDA FIRST,31449,34.52063185020989
Towheed Iranian School for Girls,AL HAMRIYA,36738,23.819451827782608
GEMS Royal Dubai School,WADI AL SAFA 7,8473,83.73474809284419
The Indian High School - Branch,UM AL SHEIF,4367,46.03469207380371
Ranches Primary School ,WADI AL SAFA 6 (ARABIAN RANCHES),18213,111.39294123894476
International Academic School,AL NAHDA SECOND,61936,13.367750989847957
Japanese School in Dubai,AL GOZE FOURTH,22718,51.824810608543174
American International School,AL FAGAA',417,118.92831696250896
GEMS Dubai American Academy,AL GOZE FOURTH,22718,61.524066401653776
Al Ameen Private School,AL QUSAIS IND. SECOND,8834,3.8545033461084524
The Children's Garden,NAKHLAT JUMEIRA ,24448,13.615754752400193
Dubai International Academy,SAIH AL DAHAL,16,152.44548997752312
Dubai Carmel School,AL SATWA,38991,25.272171400910825
North American International School,AL WAJEHAH AL BHARIYAH,4,58.37677200656299
Dubai Women's College High School,UMM AL MO'MENEEN,309,101.11230593001895
Dubai Women's College High School,AL MERKADH,1317,30.936038199432986
Regent International School,UM RAMOOL,2935,29.446152127832118
Philadelphia Private School,RAS AL KHOR,2,48.59231879110195
Al Basateen Kindergarten - Al Khawaneej,OUD AL MUTEEN FIRST,14672,18.900268745800915
Al Diyafah High School,ABU HAIL,17240,9.143343967776692
Kings' Al Barsha,DUBAI  AIRPORT,22,21.83206854267457
GEMS New Millennium School ,UM AL SHEIF,4367,62.17357031199285
Deira Private School,AL HEBIAH SIXTH,2322,88.54997564701766
Al Eman Private School,AL MEZHAR FIRST,16552,13.090709661012003
Al Safa Private School,DUBAI  AIRPORT,22,15.23530174957662
Al Ittihad Private School - Jumeirah,JABAL ALI INDUSTRIAL THIRD,2462,77.6427755629187
Pristine Private School,WADI ALAMRADI,3368,11.068869448374988
Al Mawakeb School - Al Garhoud,WADI AL SAFA 7,8473,88.69647474650905
New Academy School,AL TWAR THIRD,10655,3.0593786077720626
The International School of Choueifat - DIP,UM SUQAIM THIRD,7520,80.0511457841275
Raffles World Academy,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,27728,71.97649840315555
Foremarke School,AL YALAYIS 4,8,141.55210611799214
Grammar School,AL KHAWANEEJ ONE,12893,18.610405504831657
GEMS Modern Academy,AL HEBIAH FOURTH,20611,98.66714890074829
International Academic School,HOR AL ANZ,83187,2.041787609437008
Al Salam Private School,AL QUSAIS FIRST,45657,4.74264722779553
Dubai Gem Private School,HOR AL ANZ,83187,8.776359130902081
Star International School - Al Twar,AL SAFFA FIRST,8514,33.619866988710406
Emirates International School - Meadows,AL BARSHA SOUTH THIRD,6929,7.121203907476793
The International School of Choueifat - DIP,AL RAFFA,47140,59.289540890233134
Gulf Model School,AL HAMRIYA,36738,16.44667915185472
Al Mawakeb School - Al Barsha,AL BARSHA SOUTH SECOND,7509,1.0117288288748576
Dubai British School - Jumairah Park ,AL HEBIAH FOURTH,20611,81.11740758493886
Lycee Libanais Francophone Prive,AL MANKHOOL,40091,19.355823420792476
The Children's Garden,AL KHAWANEEJ TWO,4523,39.948093026042535
Crescent English School,MUHAISANAH FIFTH,2,7.017965736749813
GEMS Winchester School,AL HEBIAH FIFTH,9748,95.76457570051791
Al Salam Private School,UMM AL MO'MENEEN,309,101.25336480607746
The Millennium School,UMM NAHAD THIRD,1347,108.30685958350541
GEMS FirstPoint School,AYAL NASIR,19280,18.782338534336038
Al Rashid Al Saleh Private School,AL HEBIAH FIFTH,9748,95.52196517826216
GEMS Wellington International School,UMM AL MO'MENEEN,309,128.34432320143546
Grammar School,AL QUSAIS IND. FIRST,9369,7.121699023283751
Pristine Private School,AL YALAYIS 5,100,115.43082630466174
North American International School,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,48.15028584820181
K12 International Academy,AL MURQABAT,69771,25.2545340656184
Mirdif Private School,WARSAN THIRD,13579,95.6760616793123
New Indian Model School,RAS AL KHOR,2,55.61202086856513
School of Modern Skills,AL CORNICHE,1735,12.70570911879004
Deira Private School,HESSYAN SECOND,45,61.05352445500037
Al Salam Private School,JABAL ALI  SECOND,1570,65.37447505325747
Dar Al Marefa Private School,AL BARSHA SOUTH SECOND,7509,26.401360603841113
The Kindergarten Starters,RAS AL KHOR IND. SECOND,2514,76.77686283182547
Apple International School,MUHAISANAH FIRST,8091,5.085568032286553
The Westminster School,AL MURAR,38970,5.180003089060944
His Highness Shaikh Rashid Al Maktoum Pakistani School,NAKHLAT DEIRA,2,6.29949557904057
Ambassador Kindergarten,AL AWEER ONE,4107,98.54941288818338
Repton School Dubai,AL QUSAIS IND. FIRST,9369,17.497318276925828
GEMS Wellington Academy - Al Khail,AL TTAY,810,36.44240679522443
Islamic School for Education and Training,AL MEZHAR FIRST,16552,11.072568468583542
Rajagiri International School,MEREIYEEL,1119,105.22361071296345
Gulf Indian High School,AL MANKHOOL,40091,25.85059657903957
Japanese School in Dubai,GRAYTEESAH,55,133.35070418815803
Dar Al Marefa Private School,OUD AL MUTEEN SECOND ,5506,15.348843903746147
The Indian Academy,LE HEMAIRA,53,101.3733712358347
Lycee Georges Pompidou High School,AL MURQABAT,69771,12.830574504188132
Jumeira Baccalaureate School,WADI AL SAFA 7,8473,96.42732659142209
Nord Anglia International School Dubai,AL BAESHAA SECOND,15523,6.279221237432001
Emirates English Speaking School,AL WARQAA  SECOND,10689,70.3785041158765
Islamic School for Education and Training,AL MAHA,193,102.95377248019331
GEMS International School - Al Khail,NAD AL SHIBBA FOURTH,3685,95.9460525616663
Grammar School,AL WARQAA THIRD,14728,59.17854247115198
Raffles World Academy,AL REGA,10480,18.823738435515477
The Sheffield Private School,AL KALIJ AL TEJARI,21179,28.902385321374105
