school_name,community_name,community_population,distance_km
Ontario International Canadian School ,AL LESAILY,2856,119.31234022624318
Jebel Ali Primary School,GRAYTEESAH,55,155.60033167882492
The Indian High School,AL LAYAN 2,0,133.5296220755057
School of Modern Skills,NAD AL SHIBBA THIRD,767,74.71908883837749
Gulf Indian High School,WARSAN THIRD,13579,101.01770173832244
Dubai International School - Al Quoz,AL GARHOUD,18535,18.78668636775918
Dubai Scholars Private School,HOR AL ANZ,83187,9.09974342699317
Al Ittihad Private School - Jumeirah,AL NAHDA SECOND,61936,13.303225388799568
Dovecote Green Primary ,MUHAISANAH THIRD,6493,43.275106161923595
GEMS World Academy,WADI AL SAFA 7,8473,110.65218939295359
New Academy School,AL DHAGAYA,15899,3.2019948521524393
Oasis School,JUMEIRA THIRD,13417,4.408000314317881
Dubai College,AL MANARA,8271,65.86008503669571
Crescent English School,AL REGA,10480,5.103375881877665
New World Private School,UM SUQAIM THIRD,7520,41.74865848643201
Horizon International Schoool,BURJ KHALIFA,20477,10.009494527118077
Al Basateen Kindergarten - Al Khawaneej,NAKHLAT JUMEIRA ,24448,25.492042143157526
Jumeirah English Speaking School,MARGHAM,1005,119.46752023732816
International School of Arts and Sciences,UM SUQAIM FIRST,11718,41.85792476224556
Repton School Dubai,AL BARSHA SOUTH THIRD,6929,18.157470588106666
The Indian High School - Branch,AL LAYAN 2,0,131.201816576621
Dar Al Marefa Private School,AL HAMRIYA PORT,481,4.619688526850359
Repton School Dubai,AL MANKHOOL,40091,34.05133618851346
Dubai Arab American Private School,ABU HAIL,17240,4.885782171860533
GEMS Wellington Academy - DSO,WARSAN SECOND,1568,90.984888375199
Al Ittihad Private School - Al Mamzar,MURDAF,64355,10.659857342339675
Towheed Iranian School for Boys,MUGATRAH,804,141.432564478661
GEMS World Academy,AL QUSAIS IND. THIRD,2710,28.241627751551857
Dubai Modern Education School,CORNICHE DEIRA,14,7.247067349654041
GEMS Wellington International School,AL KALIJ AL TEJARI,21179,57.28109097111847
Emirates International School - Meadows,UMM ESELAY,204,136.3685770488317
Adab Iranian Private School - Boys,NAD AL HAMAR,14216,52.30015788509025
Lycee Francais International School,AL QUSAIS FIRST,45657,4.754503470010186
The Central School,AL BARSHAA THIRD,14601,26.406327396493083
GEMS Wellington Academy - DSO,AL KHAWANEEJ ONE,12893,30.278198521496947
Al Mawakeb School - Al Garhoud,ME'AISEM FIRST,18002,93.92047866201878
Bilva Indian School ,AL QUSAIS IND. FIRST,9369,3.7191987034029457
Dar Al Marefa Private School,AL SUQ AL KABEER,51012,20.729369141307863
The Indian High School - Branch,AL THANYAH FIFTH (EMIRATE HILLS FIRST) ,40586,52.752287310019014
Lycee Libanais Francophone Prive,AL HEBIAH FOURTH,20611,85.66971599997731
The Westminster School,GRAYTEESAH,55,118.09448084273181
Jumeirah English Speaking School,MUHAISANAH SECOND ,196316,20.72213569177673
Emirates English Speaking School,MARGHAM,1005,119.74294693104565
Raffles World Academy,JUMEIRA BAY,39,10.335780554330201
Raffles World Academy,AL YALAYIS 5,100,140.0370946248017
Al Shorouq Private School,WARSAN FOURTH,8994,91.19922849994452
Hartland Internaitnal School ,AL ROWAIYAH FIRST,3127,111.57180219308506
Lycee Georges Pompidou High School,HEFAIR,0,141.30526023462298
GEMS Wellington International School,AL MANKHOOL,40091,46.80489754009225
Deira Private School,AL AWEER TWO,5236,93.01786780449716
St. Mary's Catholic High School,AL JADAF,5104,32.4727837088978
GEMS World Academy,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,72.60588336902599
Sheikh Rashid Bin Saeed Islamic Institute,AL WARQAA FIRST,24679,64.56874447429635
GEMS Winchester School,AL WARQAA FIFTH ,60,62.880430533070864
Al Mawakeb School - Al Barsha,AL SABKHA,3969,21.018109530996938
The Millennium School,MURDAF,64355,10.661224951407936
Dar Al Marefa Private School,AL QUSAIS IND. FIRST,9369,12.298355374040103
Deira Private School,UMM NAHAD THIRD,1347,110.15554891029333
Emirates English Speaking School,JABAL ALI INDUSTRIAL SECOND,23000,78.60939444633517
The Winchester School,AL HEBIAH FOURTH,20611,124.31160321009808
Russian International School,AYAL NASIR,19280,8.28952608376131
GEMS Modern Academy,AL KHAWANEEJ ONE,12893,26.59595887900226
Adab Iranian Private School - Boys,WARSAN SECOND,1568,77.69744681988301
Islamic School for Education and Training,MUHAISANAH SECOND ,196316,9.795924622698324
Grammar School,AL ROWAIYAH THIRD,4429,103.20520912408209
Al Mizhar American Academy Private School for Girls,AL YUFRAH 2,58,110.93701972686277
Salman Al Farsi Iranian School,SAIH SHUAIB 4,11170,64.54319325535496
Al Shorouq Private School,SAIH SHUAIB 4,11170,77.73221964530146
American International School,UM HURAIR FIRST,5856,18.18092380377726
Star International School - Al Twar,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,46.921360780714174
Oasis School,MUHAISANAH SECOND ,196316,21.146106972830967
GEMS World Academy,AL RASHIDIYA,37167,25.674922918893408
Dovecote Green Primary ,AL MANARA,8271,76.58888460711522
Ontario International Canadian School ,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,49.15318819537521
Universal American School,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,52.98839761868283
Safa Community School,AL TWAR THIRD,10655,23.7218952008414
Delhi Private School Academy,AL QUSAIS IND FIFTH,1613,24.066499911272093
Bilva Indian School ,LEHBAB SECOND,1511,101.640870959093
Regent International School,NAKHLAT JABAL ALI,5,86.1361561881866
The Elite English School,AL SAFFA SECOND,6679,36.55773670824377
Repton School Dubai,AL YUFRAH 4,3,124.50043243308659
Deira International School,AL LAYAN 1,10,131.43858022765906
Al Sadiq Islamic English School,REMAH,232,105.15986274404197
Kings Nad Al Sheba,UM SUQAIM SECOND,12325,49.427050952691154
Pristine Private School,NAD AL SHIBBA THIRD,767,72.83153252038584
Al Sadiq Islamic English School,AL QUSAIS IND. THIRD,2710,6.063999992812786
Grammar School,AL TWAR THIRD,10655,5.751510155975064
The Indian High School - Branch,JABAL ALI INDUSTRIAL FIRST,128975,74.41647222076456
Greenfield Community School,AL GARHOUD,18535,33.38473191670262
Russian International School,AL GOZE THIRD,40553,34.046934480298255
Towheed Iranian School for Girls,AL MURAR,38970,2.927611019436551
Dubai Carmel School,AL HEBIAH FOURTH,20611,85.75524078464227
The Millennium School,AL HEBIAH FIFTH,9748,88.12789540645726
Greenwood International School,HEFAIR,0,127.41979920803625
Grammar School,MUHAISANAH FIFTH,2,12.370811977490465
Al Arqam Private School,WADI AL SAFA 4,2,108.07872765543766
Lycee Georges Pompidou High School,AL JADAF,5104,42.596235012943765
Greenfield Community School,MUSHRAIF,67,49.84690190080471
Queen International School,AL QUSAIS THIRD,7162,1.968962241621072
Dubai Scholars Private School,AL WAJEHAH AL BHARIYAH,4,58.182942686500375
Capital School,HESSYAN FIRST,3492,58.116163891218484
Russian International School,AL WAJEHAH AL BHARIYAH,4,55.543150708287364
North American International School,AL HUDAIBA,14191,24.897577848179356
Collegiate American School,SAIH AL DAHAL,16,144.43023463288412
Horizon International Schoool,AL YUFRAH 3,4,135.64880085708774
Towheed Iranian School for Boys,AL MURAR,38970,11.44059886866281
Hartland Internaitnal School ,AL SAFFA SECOND,6679,50.304579273841924
Emirates International School - Jumeirah,NADD HESSA,38494,102.24446721457431
Towheed Iranian School for Boys,AL TTAY,810,31.62028806393834
Lycee Georges Pompidou High School,AL HUDAIBA,14191,39.92605887581196
St Mary High Catholic School -branch,AL ROWAIYAH FIRST,3127,94.28574067786661
Al Ameen Private School,AL YUFRAH 3,4,110.92880270214127
Lycee Georges Pompidou Primary School,AL HEBIAH FIRST,10598,92.19960241580829
Ambassador School,MUHAISANAH FIRST,8091,11.361038916149488
Buds Public School,NAKHLAT JABAL ALI,5,58.509381040811355
Rashid School for Boys,BU KADRA,16,82.72369371945014
Dubai Gem Private School,AL HAMRIYA,36738,24.760232353828815
GEMS Modern Academy,WADI ALAMRADI,3368,25.955531236848913
GEMS Jumeirah Primary School,AL BUTEEN,2841,12.419750463138545
Pristine Private School,AL SELAL,665,119.91329388629208
Oasis School,AL BARSHA SOUTH FIFTH,7384,8.081191422124768
Collegiate American School,AL TWAR SECOND,4835,15.748592350980083
Philadelphia Private School,OUD AL MUTEEN FIRST,14672,8.828653743040281
The Indian Academy,UM HURAIR FIRST,5856,19.95487567007148
Deira International School,AL HEBIAH SECOND,1523,91.19737420458289
Capital School,NAD AL SHIBBA FOURTH,3685,74.55552456250503
School of Modern Skills,RAS AL KHOR IND. THIRD,21834,73.23561908110428
Kings Nad Al Sheba,AL TTAY,810,28.596255711259783
Lycee Libanais Francophone Prive,SAIH SHUAIB 1,9,58.12412424595324
Horizon English School,DUBAI  AIRPORT,22,13.56824519958892
Dubai Scholars Private School,JABAL ALI FIRST,75287,65.65636369772201
Bradenton Preparatory Academy,UM SUQAIM FIRST,11718,65.30527859463488
Philadelphia Private School,AL WARQAA FOURTH ,13452,53.05037440722873
Al Sadiq Islamic English School,AL ROWAIYAH THIRD,4429,98.4416734410838
Raffles International School - South Campus,UM HURAIR SECOND,5328,42.50658529373333
Springdales School,AL BARSHAA FIRST,39451,6.543419292933433
Kings' Al Barsha,JABAL ALI THIRD,1513,91.22766846853183
Jumeirah English Speaking School,AL YALAYIS 2,1364,131.4263418334379
Greenwood International School,AL HEBIAH THIRD,6845,86.48021211771942
The Indian High School - Branch,UMM AL MO'MENEEN,309,106.54926637460231
Dubai Arab American Private School,DUBAI INVESTMENT PARK2,60630,68.69996353148221
National Charity School,AL GOZE FIRST,20154,38.42786766068762
Foremarke School,AL QUSAIS IND. THIRD,2710,27.548655123694918
The Westminster School,AL GARHOUD,18535,15.46931697379112
Dubai English Speaking School,ZAABEEL FIRST,3260,31.909822368834693
Jumeira Baccalaureate School,OUD AL MUTEEN THIRD ,6679,22.313644170673886
The Indian International School,MUHAISANAH FIFTH,2,25.286685634050738
Dovecote Green Primary ,AL YUFRAH 1,403,148.1796776485778
Rajagiri International School,AL WARQAA FIRST,24679,59.466303534383016
Lycee Francais International School,AL HEBIAH THIRD,6845,93.25556346538595
Russian International School,AL SUQ AL KABEER,51012,15.300351783997026
Dubai Gem Private School,AL KHAIRAN FIRST,587,58.355088449379004
Pristine Private School,AL GOZE IND. SECOND ,159978,38.45998259830153
New World Private School,AL SATWA,38991,28.420979119347155
Horizon English School,WARSAN THIRD,13579,111.43357771240204
Islamic School for Education and Training,PORT SAEED,13551,6.600654902955041
Deira Private School,AL HEBIAH SECOND,1523,87.06103545208322
Al Diyafah High School,AL HEBIAH SIXTH,2322,85.84115759134598
GEMS Winchester School,NADD HESSA,38494,86.04853191582437
Jumeirah English Speaking School - Arabian Ranches,AL WARQAA  SECOND,10689,79.35740570456524
Dubai Carmel School,AL GOZE IND. FIRST ,26075,37.188793621216234
Little Flowers English School,WADI ALAMRADI,3368,14.169124182211872
The Philippine School,MARGHAM,1005,104.28091702770556
Hartland Internaitnal School ,SAIH SHUAIB 2,14491,77.94173429081579
Emirates International School - Meadows,ZAABEEL FIRST,3260,57.114618143149656
American International School,JABAL ALI INDUSTRIAL FIRST,128975,69.60677348843603
Al Salam Private School,AL YUFRAH 1,403,109.47336474629616
Al Maaref Private School,AL SAFFA SECOND,6679,35.06305558979647
Dubai College,JUMEIRA ISLAND 2,3,14.681822014186578
Greenwood International School,AL SAFFA FIRST,8514,33.52791695191788
GEMS International School - Al Khail,JUMEIRA THIRD,13417,9.29385414239447
GEMS FirstPoint School,OUD METHA,14901,40.707452375413695
Al Eman Private School,NAD AL SHIBBA FIRST,5948,79.01159735901105
Deira Private School,AL SAFFA FIRST,8514,34.58012346216728
Lycee Georges Pompidou Primary School,NAZWAH,544,102.66458805403576
Al Shorouq Private School,UMM AL DAMAN,283,112.88639878101205
The Elite English School,AL SAFFA FIRST,8514,33.563151010479245
Sheikh Rashid Bin Saeed Islamic Institute,OUD METHA,14901,33.12564073062794
Regent International School,AL O'SHOOSH,0,152.66910155093584
Sharjah American International School,UMM AL MO'MENEEN,309,108.28369355871263
Dovecote Green Primary ,BURJ KHALIFA,20477,25.24750822717099
National Charity School,AL KALIJ AL TEJARI,21179,36.20146856158357
Gulf Indian High School,WADI AL SAFA 5,21241,87.57685734920163
The Philippine School,NAD AL SHIBBA THIRD,767,75.97396257554549
Swiss International Scientifc School ,AL MANARA,8271,46.26754451041916
Dubai Police Kindergarten - Deira,AL MERYAL,754,95.94094593351033
JSS Private School,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,27728,63.95282866066025
Deira Private School,SAIH AL DAHAL,16,124.32027452012254
Lycee Georges Pompidou Primary School,MUHAISANAH FIRST,8091,11.001887557865656
Russian International School,HATTA,14045,88.2408889409232
Dar Al Marefa Private School,AL YUFRAH 2,58,111.70524107228958
The Indian High School - Branch,AL BAESHAA SECOND,15523,20.482653086360106
The Kindergarten Starters,NAKHLAT JUMEIRA ,24448,8.401665913846065
Dubai International School - Al Garhoud,AL WARQAA THIRD,14728,58.653031799663516
Dubai Modern Education School,WARSAN THIRD,13579,96.10328721156881
The Indian International School,UM HURAIR SECOND,5328,35.93328716236766
Dubai Women's College High School,SAIH SHUAIB 1,9,59.27172340384225
Sharjah American International School,AL YUFRAH 1,403,116.45271313577993
Rashid School for Boys,DUBAI  AIRPORT,22,9.541145572761048
Dubai International School - Al Garhoud,AL AYAS,1757,19.24480581031769
Towheed Iranian School for Girls,NAD AL SHIBBA FIRST,5948,82.19790609120159
Dubai Police Kindergarten - Deira,WORLD ISLANDS,7,11.40658423030707
Bradenton Preparatory Academy,AL MAHA,193,133.64568146133996
English Language Private School,AL ROWAIYAH FIRST,3127,103.3461910785046
Little Flowers English School,UMM ESELAY,204,106.19186170989653
The Elite English School,RAS AL KHOR IND. FIRST,2550,72.4816335213779
The English College - Dubai,AL YUFRAH 3,4,130.45652346571248
Al Ittihad Private School - Al Mamzar,AL MANKHOOL,40091,20.396696812695364
Sabari Indian School ,MUHAISANAH SECOND ,196316,5.037855634027012
Emirates International School - Meadows,AL JAFLIYA,23963,55.619836529902514
Horizon International Schoool,WORLD ISLANDS,7,10.395258343079272
Uptown School,WADI ALSHABAK ,55,59.84693792450611
Ontario International Canadian School ,JUMEIRA THIRD,13417,15.728904580018508
Kings' Al Barsha,SAIH SHUAIB 4,11170,88.99418749092193
Sheikh Rashid Bin Saeed Islamic Institute,UMM NAHAD SECOND,2,119.91843179749121
Towheed Iranian School for Girls,AL BAESHAA SECOND,15523,18.754209428555043
GEMS International School - Al Khail,AL WAHEDA,20785,18.088031257339868
Al Ittihad Private School - Al Mamzar,NAKHLAT DEIRA,2,5.133323930961453
Jumeira Baccalaureate School,TRADE CENTER SECOND,12218,41.04215646556957
JSS Private School,NADD HESSA,38494,93.88045539344196
Ontario International Canadian School ,SAIH SHUA'ALAH,3,126.0064972753264
Pakistan Education Academy,WARSAN FOURTH,8994,84.70986262003795
Al Basateen Kindergarten - Al Khawaneej,MUHAISANAH FOURTH,34947,18.81101303959752
Dubai British School,NAD AL HAMAR,14216,83.9789884552989
Oasis School,AL SAFFA FIRST,8514,49.585694299293735
The Sheffield Private School,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,44.533929858968534
Foremarke School,AL QUSAIS IND FIFTH,1613,28.965783250099697
Emirates English Speaking School,AL BARSHAA FIRST,39451,8.177879911779238
Jumeirah English Speaking School,SAIH SHUAIB 1,9,76.8375988800739
St. Mary's Catholic High School,AL MANARA,8271,45.17107728922111
Sheikh Rashid Bin Saeed Islamic Institute,MUHAISANAH FIRST,8091,15.162623750075337
Al Ittihad Private School - Al Mamzar,UM SUQAIM THIRD,7520,40.61650852202849
Springdales School,MARGHAM,1005,121.36219453922507
Little Flowers English School,AL KALIJ AL TEJARI,21179,32.874037264379176
GEMS Modern Academy,AL MARMOOM,94,122.41831812167135
Deira Private School,AL GOZE IND. SECOND ,159978,41.87335077526163
GEMS Royal Dubai School,UM SUQAIM FIRST,11718,35.553848186282195
Horizon International Schoool,WARSAN FIRST,106072,99.7626278761722
GEMS Royal Dubai School,AL QUSAIS THIRD,7162,12.329054201064158
Jumeirah English Speaking School,ME'AISEM FIRST,18002,106.00979473584975
Al Rashid Al Saleh Private School,UM SUQAIM SECOND,12325,44.68445987156516
The Kindergarten Starters,AL QUSAIS IND. FIRST,9369,5.5884606193814115
The English College - Dubai,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,65.3929185601215
Gems Metropole School,JABAL ALI INDUSTRIAL SECOND,23000,90.43482602219605
Credence High School ,UMM AL DAMAN,283,118.38949101734883
Al Basateen Kindergarten - Al Khawaneej,AL GOZE FOURTH,22718,35.86180064375977
The Philippine School,AL WASL,11555,32.40294574273072
The Indian High School - Branch,AL BARSHA SOUTH FIFTH,7384,20.482653086360106
GEMS FirstPoint School,AL WAJEHAH AL BHARIYAH,4,75.30240421800143
Institute of Applied Technology,AL QUSAIS IND. SECOND,8834,6.494225377709072
Al Rashid Al Saleh Private School,UMM NAHAD FIRST,8,114.20785559660077
Raffles International School - South Campus,GRAYTEESAH,55,142.00809912362746
Dubai Carmel School,AL BARSHA SOUTH THIRD,6929,27.055643255746823
Jebel Ali Primary School,JUMEIRA FIRST,20356,24.376380827448344
Sharjah American International School,AL TWAR THIRD,10655,13.291138792583105
GEMS Dubai American Academy,SAIH SHUAIB 1,9,84.69813991301677
Emirates English Speaking School,YARAAH,94,123.48045028777953
United International Private School,JABAL ALI INDUSTRIAL FIRST,128975,67.69271191929683
Kings Nad Al Sheba,ZAABEEL FIRST,3260,37.390169336196955
Japanese School in Dubai,UMM AL MO'MENEEN,309,116.90779155716952
Gulf Indian High School,ENKHALI,26,97.28396177553866
The Oxford School,UM SUQAIM FIRST,11718,32.83753188841596
Al Mawakeb School - Al Barsha,ENKHALI,26,118.07626968384058
Sharjah American International School,TRADE CENTER SECOND,12218,36.59359641721592
Dubai British School,AL HEBIAH FIRST,10598,116.85454073587401
Al Diyafah High School,TRADE CENTER FIRST,16519,26.853521872155845
Al Khaleej National School,AL O'SHOOSH,0,128.63330626969153
The School of Research Science,AL YUFRAH 1,403,112.99468573737248
The Sheffield Private School,SAIH SHUA'ALAH,3,122.2157252530286
Emirates International School - Meadows,JUMEIRA THIRD,13417,19.38203273819938
The Westminster School,LEHBAB FIRST,3197,93.43781131423157
Sharjah American International School,AL BUTEEN,2841,12.34130551574004
Collegiate American School,UMM NAHAD FIRST,8,128.73629267481834
Al Diyafah High School,MUHAISANAH FIFTH,2,5.955005612655054
Ambassador Kindergarten,AL HEBIAH THIRD,6845,94.06237508868841
The Elite English School,MUHAISANAH SECOND ,196316,5.161647141601492
Al Shorouq Private School,AL MERKADH,1317,44.793674836331114
Greenwood International School,UM SUQAIM THIRD,7520,41.46378720736387
The Kindergarten Starters,UM AL SHEIF,4367,46.15114560748989
Dubai Police Kindergarten - Deira,GRAYTEESAH,55,119.8607555990043
Cambridge International School,AL WARQAA FOURTH ,13452,59.95764976842492
Towheed Iranian School for Boys,MUSHRAIF,67,27.905803797234064
Khadija Al Kobra Iranian School for Girls,AL QUSAIS FIRST,45657,3.719109561209521
Institute of Applied Technology,OUD AL MUTEEN FIRST,14672,9.67937000161406
The Indian High School - Branch,AL ROWAIYAH THIRD,4429,102.81324174815538
Our Own High School - Dubai,AL O'SHOOSH,0,129.5157134408639
Swiss International Scientifc School ,AL O'SHOOSH,0,131.3589829163467
The International School of Choueifat - DIP,AL MEZHAR FIRST,16552,46.77346031263914
GEMS International School - Al Khail,AL YUFRAH 4,3,134.0180066974048
Jebel Ali Primary School,GHADEER BARASHY,7,159.33612640883928
Ambassador School,SAIH SHUAIB 3,11144,72.01918922836168
Institute of Applied Technology,AL BARSHA SOUTH THIRD,6929,26.28917059084025
Deira Private School,AL RAFFA,47140,22.478853762178108
Al Ittihad Private School - Al Mamzar,AL MUTEENA,46185,8.866841596561972
Adab Iranian Private School - Boys,WADI ALAMRADI,3368,13.060889670392436
GEMS World Academy,BU KADRA,16,97.21691057123462
International Academic School,CORNICHE DEIRA,14,7.101214780743049
Arab Unity School,ZAABEEL FIRST,3260,26.941674469070055
The Winchester School,AL GOZE FIRST,20154,69.70435246816389
Jumeirah English Speaking School - Arabian Ranches,AL KARAMA,75066,22.54827314081478
GEMS World Academy,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,106.17333207106277
Al Safa Private School,REGA AL BUTEEN,7120,14.977434784435163
Al Salam Private School,HOR AL ANZ EAST,21218,13.591051192136025
Al Eman Private School,MUSHRAIF,67,16.672347095895436
Al Khaleej National School,AL GOZE IND. THIRD ,26656,47.322682823525525
International Academic School,AL YUFRAH 4,3,119.33995804783494
Raffles World Academy,AL RASHIDIYA,37167,26.753703068359307
Jumeirah College,AL SHANDAGA,2,33.440554072416695
Dubai International Academy,AL QUSAIS FIRST,45657,27.02119646057168
GEMS Dubai American Academy,AL WARQAA FIFTH ,60,80.21226931752902
Dubai Carmel School,AL THANYAH FIRST (V. RABIE SAHRA'A),24834,43.159682338386276
The English College - Dubai,AL MERKADH,1317,49.67883844621284
The Central School,GHADEER BARASHY,7,120.77910949509214
National Charity School,YARAAH,94,111.5455419622873
Dubai British School - Jumairah Park ,AL MARMOOM,94,104.9480084496818
Grammar School,AL GOZE FIRST,20154,38.363667883782945
Nibras International School,AL HEBIAH FOURTH,20611,124.559285254267
The Elite English School,UM AL SHEIF,4367,42.54665631796451
Dubai Gem Private School,AL QUSAIS IND. FIRST,9369,7.253500114374841
The Oxford School,AL HAMRIYA PORT,481,10.354605204627372
GEMS Wellington Academy - DSO,AL FAGAA',417,132.36306463355703
The Philippine School,AL BARSHA SOUTH THIRD,6929,24.193282632179326
Rajagiri International School,AL WARQAA FIFTH ,60,62.3911380324748
Sheikh Rashid Bin Saeed Islamic Institute,DUBAI INVESTMENT PARK1,69956,81.03160410737478
Rashid School for Boys,AL SAFFA FIRST,8514,44.78497640316266
Al Ittihad Private School - Al Mamzar,AL BARSHAA THIRD,14601,25.188959630620534
GEMS Royal Dubai School,AL HAMRIYA PORT,481,5.857903254291919
Delhi Private School Dubai,AL MEZHAR FIRST,16552,43.54739875535812
Our Own High School - Dubai,AL GOZE FOURTH,22718,43.95493200008166
The Kindergarten Starters,NAKHLAT DEIRA,2,3.3277270643862216
GEMS Wellington Primary School,NAD AL SHIBBA FIRST,5948,88.02367416720742
Dubai Scholars Private School,JABAL ALI INDUSTRIAL FIRST,128975,70.14086895021667
Al Ameen Private School,AL SOFOUH SECOND,6126,42.94067023509795
GEMS Modern Academy,RAS AL KHOR,2,61.81470050537718
Pristine Private School,AL THANYAH FIFTH (EMIRATE HILLS FIRST) ,40586,46.673848400640885
Jumeirah English Speaking School - Arabian Ranches,JABAL ALI INDUSTRIAL FIRST,128975,95.64006227560029
Emirates International School - Jumeirah,AL HEBIAH SECOND,1523,108.97491816056542
Lycee Georges Pompidou Primary School,JABAL ALI  SECOND,1570,73.50920016653986
Raffles International School - South Campus,OUD METHA,14901,44.75295997988095
GEMS Wellington Academy - DSO,AL QUSAIS THIRD,7162,20.242643889483055
GEMS Modern Academy,AL YALAYIS 1,1114,124.64788534378435
Khadija Al Kobra Iranian School for Girls,UM SUQAIM SECOND,12325,44.02071857086559
Al Mawakeb School - Al Garhoud,AL WARQAA THIRD,14728,58.87401722222744
Buds Public School,OUD AL MUTEEN SECOND ,5506,13.633598947758484
Dubai English Speaking School,UMM NAHAD FIRST,8,114.12751389150658
International School of Arts and Sciences,DUBAI INVESTMENT PARK1,69956,75.38667636279041
Ambassador School,AL QUSAIS IND. SECOND,8834,8.363657248765557
Institute of Applied Technology,AL WARQAA FIRST,24679,51.843301993810044
Philadelphia Private School,NAD SHAMMA,3124,12.877091176955304
Jumeira Baccalaureate School,JABAL ALI  SECOND,1570,78.47304116964813
Al Mizhar American Academy Private School for Girls,YARAAH,94,106.4744083808285
Kings' Al Barsha,AL NAHDA FIRST,31449,21.695445806984587
Mirdif Private School,AL WAJEHAH AL BHARIYAH,4,58.0021064903245
Dubai Gem Private School,SAIH AL DAHAL,16,130.11495493895274
Deira Private School,BURJ KHALIFA,20477,13.453432482439112
Collegiate American School,ME'AISEM FIRST,18002,110.79287782410134
Salman Al Farsi Iranian School,AL BARSHA SOUTH FIRST,13717,25.119468506182432
Al Eman Private School,UM HURAIR SECOND,5328,23.35568194256447
Dubai Women's College High School,AL LAYAN 1,10,125.016969250813
Our Own High School - Dubai,SAIH SHUAIB 1,9,66.52230513864312
Dubai Arab American Private School,HESSYAN FIRST,3492,59.08704831627047
New Indian Model School,RAS AL KHOR IND. FIRST,2550,76.50221683730018
Jumeirah College,AL MANARA,8271,55.89845951618502
Victory Heights Primary School,WADI AL SAFA 4,2,112.40504705935483
Salman Al Farsi Iranian School,BURJ KHALIFA,20477,13.361006689862633
GEMS Wellington Primary School,AL WARQAA FIRST,24679,64.82996947908934
Horizon International Schoool,WARSAN FOURTH,8994,101.25843010142187
Dubai English Speaking School,AL YALAYIS 5,100,123.8416216587722
Al Ittihad Private School - Jumeirah,NAD AL SHIBBA SECOND,2389,90.36145726809961
Sheikh Rashid Bin Saeed Islamic Institute,AL WAHEDA,20785,15.768673223474664
Repton School Dubai,WADI AL SAFA 7,8473,95.58388296285172
The International School of Choueifat - DIP,NAKHLAT JABAL ALI,5,96.42195692908763
Al Sadiq Islamic English School,WARSAN FIRST,106072,76.80027021539156
The City School International,ME'AISEM SECOND,12,96.51057019669945
Al Arqam Private School,JUMEIRA SECOND,10079,13.493361585621457
Horizon English School,AL YALAYIS 1,1114,129.37370308141132
Emirates International School - Jumeirah,AL ROWAIYAH THIRD,4429,121.68538453757697
Kings' Dubai,AL BADA,56734,49.92415688943164
Al Rashid Al Saleh Private School,JABAL ALI THIRD,1513,73.84012801977615
GEMS Our Own Indian School,AL RAFFA,47140,36.04710799950109
Al Safa Private School,SAIH SHUAIB 4,11170,81.74767146596844
Islamic School for Education and Training,AL GOZE IND. FOURTH ,38079,42.93731466707621
International Concept for Education,RAS AL KHOR IND. FIRST,2550,86.78848224962356
The Millennium School,AL WAHEDA,20785,12.756541264497262
The Central School,AL QUSAIS IND FIFTH,1613,3.47487553462777
GEMS Wellington International School,NAD SHAMMA,3124,26.802747463439445
Kings' Dubai,SAIH AL SALAM,607,143.42972987052508
Al Rashid Al Saleh Private School,AL NAHDA FIRST,31449,3.995383643383347
The Indian Academy,AYAL NASIR,19280,5.7977891712938
Emirates International School - Jumeirah,AL SUQ AL KABEER,51012,40.149189312449856
American School of Dubai,AL MANARA,8271,65.85253509969488
Lycee Georges Pompidou Primary School,NADD HESSA,38494,86.21897401981671
Star International School - Al Twar,LEHBAB FIRST,3197,94.59162619633302
Dubai Police Kindergarten - Deira,AL LESAILY,2856,119.11347825924526
Lycee Francais International School,AL QUSAIS IND. THIRD,2710,8.21771432356197
Al Maaref Private School,AL YALAYIS 2,1364,114.2725898856051
Star International School - Al Twar,AL RASHIDIYA,37167,14.082646517340525
Sheikh Rashid Bin Saeed Islamic Institute,WARSAN FIRST,106072,88.51267513903262
Rashid School for Boys,JABAL ALI  SECOND,1570,78.24974180383327
Al Khaleej National School,AL YUFRAH 4,3,118.18115861491545
The Indian International School,AL QUSAIS IND FIFTH,1613,22.57264369942512
United International Private School,AL TTAY,810,14.41045792949148
Ambassador Kindergarten,AL BARSHAA FIRST,39451,17.442377259652268
Lycee Libanais Francophone Prive,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,44.78020430446028
Hartland Internaitnal School ,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,62.251058860566104
Collegiate American School,PORT SAEED,13551,20.78680899558566
Horizon English School,AL SATWA,38991,42.59876898323147
The International School of Choueifat - DIP,AL SABKHA,3969,34.88953968929946
GEMS Winchester School,WARSAN FIRST,106072,83.806306666317
